...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94
84462,37062153120020,April,FL,3728.1757,1250,40,43,4,NA,41,2,3,1,3,"Foreign Born, Not a US Citizen",5,Outpatient care centers (6214),3160,"Private, For Profit",No,No,Employed-At Work
84463,39331220017106,April,FL,3525.9433,1192.3,36,44,1,NA,33,2,1,1,1,"Native, Born In US",5,Hospitals (622),3258,"Private, For Profit",No,No,Employed-At Work
84464,39331220017106,April,FL,3389.5076,2634.61,48,40,1,NA,40,1,1,1,1,"Native, Born In US",5,Insurance carriers and related activities (524),1105,"Private, For Profit",No,No,Employed-At Work
84468,45042154120340,April,FL,3600.6414,1115.38,40,41,1,NA,35,1,1,4,10,"Native, Born In US",5,"** Professional and commercial equipment and supplies, merchant wholesalers (*4234)",7430,"Private, For Profit",No,No,Employed-At Work
84469,45421220962696,April,FL,2939.6093,2884.61,60,46,1,NA,59,1,1,0,0,"Native, Born Abroad Of US Parent(s)",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",10,"Private, For Profit",No,No,Employed-Absent
84471,46941220905195,April,FL,3091.2018,410,40,37,1,NA,49,1,5,0,0,"Native, Born In US",5,5275,4700,"Private, For Profit",No,No,Employed-At Work
84473,47031620954794,April,FL,3303.939,1190,40,43,1,NA,54,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work
84476,50123003312430,April,FL,3736.5165,600,26,42,1,NA,29,2,1,1,1,"Native, Born In US",5,Offices of dentists (6212),3310,"Private, For Profit",Yes,NA,Employed-At Work
84477,50123003312430,April,FL,3338.3912,1000,40,40,1,NA,31,1,1,1,1,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",5520,Government - Local,Yes,NA,Employed-At Work
84481,52251220984695,April,FL,3015.9143,1211.53,40,43,1,NA,56,1,1,0,0,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",1060,Government - State,No,No,Employed-At Work
84482,52251220984695,April,FL,2958.2858,1096.15,45,44,1,NA,56,2,1,0,0,"Native, Born Abroad Of US Parent(s)",5,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work
84485,55691620030800,April,FL,3300.7703,2307,40,39,1,NA,50,1,1,2,4,"Native, Born In US",5,"Other administrative and other support services (5611, 5612, 5619)",4840,"Private, For Profit",No,No,Employed-At Work
84492,57021220910992,April,FL,3991.3064,400,40,39,1,3,42,1,3,0,0,"Foreign Born, Not a US Citizen",5,Truck transportation (484),9130,"Private, For Profit",No,No,Employed-At Work
84493,57621620951493,April,FL,2883.4388,903.84,40,40,1,NA,56,2,5,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),5240,"Private, For Profit",No,No,Employed-At Work
84494,57841220014701,April,FL,3731.3384,961.53,40,43,1,7,36,1,7,0,0,"Foreign Born, US Cit By Naturalization",5,Furniture and home furnishings stores (442),4760,"Private, For Profit",No,No,Employed-At Work
84495,60311220980091,April,FL,2939.6093,1413.46,40,44,1,NA,55,1,7,0,0,"Native, Born In US",5,National security and international affairs (928),9130,Government - Federal,No,No,Employed-At Work
84501,66195579200987,April,FL,2900.8384,2500,60,44,1,NA,61,2,5,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",10,Government - Local,No,No,Employed-Absent
84502,66351620955298,April,FL,2992.877,2115,40,40,1,NA,59,2,5,0,0,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
84503,66351620955298,April,FL,3259.3524,769,40,39,1,4,56,1,5,0,0,"Foreign Born, Not a US Citizen",5,"** Alcoholic beverages, merchant wholesalers (*4248)",9130,"Private, For Profit",No,No,Employed-At Work
84507,68194479200953,April,FL,2992.877,600,30,40,1,NA,59,2,1,0,0,"Native, Born In US",5,Offices of chiropractors (62131),5120,"Private, For Profit",No,No,Employed-At Work
84511,70002138160540,April,FL,3464.5074,1000,40,44,2,NA,36,2,4,1,4,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, For Profit",No,No,Employed-At Work
84512,72349860289107,April,FL,3895.965,388,40,39,2,NA,48,2,4,0,0,"Foreign Born, US Cit By Naturalization",5,Hospitals (622),4230,"Private, For Profit",Yes,NA,Employed-At Work
84515,77291220962799,April,FL,3389.5076,192,24,39,1,NA,43,1,7,0,0,"Native, Born In US",5,Wired telecommunications carriers (*5171),4900,"Private, For Profit",No,No,Employed-At Work
84516,83981220018306,April,FL,3128.7743,634.61,40,42,1,3,62,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,Automotive repair and maintenance (8111 exc. 811192),7200,"Private, For Profit",No,No,Employed-At Work
84517,83981220018306,April,FL,3518.3258,1230.76,40,43,1,3,60,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work
84518,83981220018306,April,FL,3301.9186,865.38,40,44,1,3,37,2,1,2,6,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work
84519,83981220018306,April,FL,3594.8975,673.07,40,43,1,3,38,1,1,2,6,"Foreign Born, US Cit By Naturalization",5,Insurance carriers and related activities (524),800,"Private, For Profit",No,No,Employed-At Work
84522,85091620936996,April,FL,3594.8975,1153.84,40,44,1,7,38,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work
84526,85871220010502,April,FL,3570.0064,381.6,40,39,1,NA,36,2,7,2,3,"Native, Born In US",5,Employment services (5613),5700,"Private, For Profit",No,No,Employed-At Work
84528,86541620969291,April,FL,3180.0737,2307.69,40,39,1,NA,51,1,1,1,4,"Native, Born In US",5,Grocery stores (4451),4700,"Private, For Profit",No,No,Employed-At Work
84529,86541620969291,April,FL,3439.4648,961.53,40,44,1,NA,36,2,1,1,4,"Native, Born In US",5,Hospitals (622),2010,"Private, Nonprofit",No,No,Employed-At Work
84530,88691220981793,April,FL,2883.4388,461,40,42,1,NA,56,2,1,0,0,"Native, Born In US",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",4920,Government - Local,No,No,Employed-At Work
84531,88691220981793,April,FL,3180.0737,1057,40,39,1,NA,53,1,1,0,0,"Native, Born In US",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",430,Government - Local,No,No,Employed-At Work
84536,93621220016607,April,FL,3196.1319,320,40,37,1,NA,44,2,1,0,0,"Native, Born In US",5,"Auto parts, accessories, and tire stores (4413)",4720,"Private, For Profit",No,No,Employed-At Work
84537,93621220016607,April,FL,3015.9143,1340.8,40,41,1,NA,58,1,1,0,0,"Native, Born In US",5,Hospitals (622),3400,"Private, For Profit",No,No,Employed-At Work
84542,103006500037242,April,FL,3600.6414,1019,50,40,1,NA,39,1,5,0,0,"Native, Born In US",5,Grocery stores (4451),4700,"Private, For Profit",No,No,Employed-At Work
84543,106907701791822,April,FL,3307.7546,673.07,40,40,1,NA,46,2,1,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",2160,"Private, For Profit",No,No,Employed-At Work
84547,112460320660102,April,FL,3233.5043,1250,40,42,1,NA,43,2,1,0,0,"Native, Born In US",5,Hospitals (622),3320,"Private, For Profit",No,No,Employed-At Work
84549,112460320660102,April,FL,4160.7737,602,40,40,1,NA,20,2,7,1,1,"Native, Born In US",5,Offices of physicians (6211),430,"Private, For Profit",No,No,Employed-At Work
84550,112739160779101,April,FL,3641.5494,250,40,39,1,6,29,1,7,0,0,"Native, Born In US",5,Legal services (5411),5000,"Private, For Profit",No,No,Employed-At Work
84551,112739160779101,April,FL,2982.0935,400,40,39,1,6,51,2,5,0,0,"Foreign Born, US Cit By Naturalization",5,"Not specified retail trade (Part of 44, 45)",5620,"Private, For Profit",No,No,Employed-At Work
84552,112739160779101,April,FL,3240.3431,600,40,39,1,7,51,1,5,0,0,"Foreign Born, Not a US Citizen",5,** Construction (23),6230,"Private, For Profit",No,No,Employed-At Work
84553,112760320390103,April,FL,3002.1416,114.18,6,43,7,NA,64,2,5,0,0,"Native, Born In US",5,Traveler accommodation (7211),5120,"Private, For Profit",No,No,Employed-At Work
84554,121147022902795,April,FL,3091.2018,1153.84,50,39,1,NA,45,1,1,1,3,"Native, Born In US",5,4795,1010,"Private, For Profit",No,No,Employed-At Work
84555,121147022902795,April,FL,3233.5043,440,30,39,1,NA,43,2,1,1,3,"Native, Born In US",5,Specialty food stores (4452),7810,"Private, For Profit",No,No,Employed-At Work
84556,121147022902795,April,FL,3383.7006,80,10,36,1,NA,18,1,7,0,0,"Native, Born In US",5,Grocery stores (4451),9640,"Private, For Profit",No,No,Employed-At Work
84559,121616052909960,April,FL,4192.4984,360,40,39,1,NA,26,1,6,0,0,"Native, Born In US",5,Automotive repair and maintenance (8111 exc. 811192),9360,"Private, For Profit",No,No,Employed-At Work
84560,122199749200923,April,FL,3275.4525,2884.61,50,43,1,NA,64,1,1,0,0,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",4820,Government - Local,No,No,Employed-At Work
84561,122199749200923,April,FL,2867.3109,1538,40,43,1,NA,62,2,1,0,0,"Native, Born In US",5,Used merchandise stores (4533),4700,"Private, For Profit",No,No,Employed-At Work
84562,122309560369103,April,FL,4132.5661,284.61,40,39,1,2,43,2,7,0,0,"Native, Born In US",5,Outpatient care centers (6214),5700,"Private, For Profit",No,No,Employed-At Work
84564,122460260440107,April,FL,3820.2676,400,40,39,1,1,48,1,1,1,3,"Foreign Born, Not a US Citizen",5,Landscaping services (56173),4250,Government - Local,No,No,Employed-At Work
84568,132860820930108,April,FL,3991.3064,2692.3,50,43,1,3,42,1,1,2,3,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3850,Government - Local,Yes,NA,Employed-At Work
84569,132860820930108,April,FL,4132.5661,1600,40,44,1,3,44,2,1,2,3,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2015,Government - Federal,No,No,Employed-At Work
84571,142300560700108,April,FL,4432.7012,600,40,43,2,NA,29,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work
84572,142300560700108,April,FL,3464.5074,175,20,42,2,NA,35,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),5400,Government - Local,No,No,Employed-At Work
84573,142550320440104,April,FL,3731.3384,1057,50,43,1,1,39,1,1,2,3,"Foreign Born, Not a US Citizen",5,** Construction (23),430,"Private, For Profit",No,No,Employed-At Work
84576,152529020979101,April,FL,3594.8975,410,40,35,1,5,39,1,7,0,0,"Foreign Born, Not a US Citizen",5,Restaurants and other food services (722 exc. 7224),4720,"Private, For Profit",No,No,Employed-At Work
84577,152529020979101,April,FL,3501.8417,720,40,43,1,6,23,1,7,0,0,"Foreign Born, Not a US Citizen",5,Restaurants and other food services (722 exc. 7224),4720,"Private, For Profit",No,No,Employed-At Work
84580,160024095412599,April,FL,5350.3009,594,40,35,4,NA,39,1,1,0,0,"Foreign Born, Not a US Citizen",5,Specialized design services (5414),2630,"Private, For Profit",No,No,Employed-At Work
84581,160024095412599,April,FL,4243.717,400,40,35,4,NA,31,2,1,0,0,"Foreign Born, Not a US Citizen",5,"Nail salons and other personal care services (812113, 81219)",4520,"Private, For Profit",No,No,Employed-At Work
84587,160198949200988,April,FL,3269.5241,461.53,50,39,1,NA,45,2,1,1,4,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),310,"Private, For Profit",No,No,Employed-At Work
84589,160198949200988,April,FL,3262.6205,294,28,40,1,NA,51,1,1,1,4,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4030,"Private, For Profit",No,No,Employed-At Work
84590,162670920630102,April,FL,3350.3322,1020,40,43,1,NA,44,1,1,1,3,"Native, Born In US",5,Support activities for agriculture and forestry (115),4250,"Private, For Profit",No,No,Employed-At Work
84595,170021093112779,April,FL,3789.4184,769.23,50,39,1,NA,23,1,7,0,0,"Native, Born In US",5,Other personal services (8129),5240,"Private, For Profit",No,No,Employed-At Work
84596,170021093112779,April,FL,3789.4184,384.61,40,39,1,NA,20,1,7,0,0,"Native, Born In US",5,Other personal services (8129),9350,"Private, For Profit",No,No,Employed-At Work
84597,172410520870104,April,FL,3427.2398,384.61,35,42,1,2,37,2,1,3,3,"Native, Born In US",5,Legal services (5411),5700,"Private, For Profit",No,No,Employed-At Work
84598,172410520870104,April,FL,3706.2259,576.92,40,40,2,NA,35,1,1,3,3,"Native, Born In US",5,** Construction (23),6260,"Private, For Profit",No,No,Employed-At Work
84600,172989320399102,April,FL,4241.5213,600,40,39,1,NA,25,1,7,0,0,"Native, Born In US",5,Grocery stores (4451),4700,"Private, For Profit",No,No,Employed-At Work
84601,182360760610104,April,FL,3128.7743,923.07,40,42,1,7,61,1,1,0,0,"Native, Born In US",5,Gasoline stations (447),4700,"Private, For Profit",No,No,Employed-At Work
84606,190926706033254,April,FL,2794.7657,138.46,25,40,1,NA,61,2,6,0,0,"Native, Born In US",5,Private households (814),4600,"Private, For Profit",No,No,Employed-At Work
84613,191952706098227,April,FL,3196.1319,1250,40,43,1,NA,40,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work
84618,192660860050109,April,FL,3619.2268,769.23,40,39,1,6,34,2,1,4,6,"Foreign Born, US Cit By Naturalization",5,Wired telecommunications carriers (*5171),5700,"Private, For Profit",No,No,Employed-At Work
84619,192660860050109,April,FL,3594.8975,200,7,34,1,6,39,1,1,4,6,"Foreign Born, Not a US Citizen",5,Other personal services (8129),9140,"Private, For Profit",No,No,Employed-At Work
84624,192976800011277,April,FL,3091.2018,175,35,39,1,NA,45,1,1,0,0,"Native, Born In US",5,**Newspaper publishers (51111),4950,"Private, For Profit",No,No,Employed-At Work
84626,192982709018209,April,FL,3820.2676,1634,40,44,1,2,46,1,1,1,4,"Native, Born In US",5,National security and international affairs (928),1530,Government - Federal,No,No,Employed-At Work
84627,192982709018209,April,FL,3193.6007,807,50,44,1,2,49,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work
84628,192982709018209,April,FL,3813.1361,160,20,36,1,2,17,1,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4130,"Private, For Profit",No,No,Employed-At Work
84629,192982709018209,April,FL,3813.1361,187.5,25,37,1,2,18,1,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4030,"Private, For Profit",No,No,Employed-At Work
84631,193952200051259,April,FL,3269.5241,519.23,40,39,1,NA,45,2,1,0,0,"Native, Born In US",5,Real estate (531),410,"Private, For Profit",No,Yes,Employed-At Work
84636,194966605024227,April,FL,3253.9273,1442.3,40,44,1,NA,34,1,1,0,0,"Native, Born In US",5,"Independent artists, performing arts, spectator sports, and related industries (711)",430,"Private, For Profit",No,No,Employed-At Work
84637,194966605024227,April,FL,3397.013,480.76,15,43,1,NA,34,2,1,0,0,"Native, Born In US",5,"Independent artists, performing arts, spectator sports, and related industries (711)",430,"Private, For Profit",No,No,Employed-At Work
84639,194972407030244,April,FL,2900.8384,615,40,44,1,NA,61,2,1,0,0,"Native, Born In US",5,Libraries and archives (*51912),230,"Private, For Profit",No,No,Employed-At Work
84641,194992107022239,April,FL,3528.7448,276.92,20,45,1,NA,37,2,1,2,5,"Native, Born In US",5,Offices of optometrists (62132),5700,"Private, For Profit",No,No,Employed-At Work
84642,194992107022239,April,FL,3350.3322,2000,50,45,1,NA,43,1,1,2,5,"Native, Born In US",5,Offices of optometrists (62132),3040,"Private, For Profit",No,No,Employed-At Work
84644,195912607019289,April,FL,3025.2523,750,60,43,1,NA,63,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work
84645,195942307026214,April,FL,3715.0856,187,20,39,6,NA,50,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Office supplies and stationery stores (45321),5900,"Private, For Profit",No,No,Employed-At Work
84646,195942307026214,April,FL,2820.6801,384.61,30,43,6,NA,56,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,Travel arrangements and reservation services (5615),735,"Private, For Profit",No,No,Employed-At Work
84647,195942307026214,April,FL,4493.4703,600,40,44,6,NA,24,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,Employment services (5613),5120,"Private, For Profit",No,No,Employed-At Work
84648,195976107048244,April,FL,5860.4464,360,40,39,2,NA,20,2,7,0,0,"Native, Born In US",5,Employment services (5613),8965,"Private, For Profit",No,No,Employed-At Work
84649,195996207020202,April,FL,3015.8839,1004,40,39,1,NA,61,1,1,0,0,"Native, Born In US",5,** Construction (23),6200,Government - Local,No,Yes,Employed-At Work
84664,198936506072204,April,FL,3525.9433,1900,45,45,1,NA,32,2,1,0,0,"Native, Born In US",5,Hospitals (622),3255,"Private, Nonprofit",No,No,Employed-At Work
84665,198936506072204,April,FL,3377.427,1634.61,50,45,1,NA,30,1,1,0,0,"Native, Born In US",5,"Other telecommunications services (*517 exc. 5171, 5175)",4840,"Private, For Profit",No,No,Employed-At Work
84667,198936603089284,April,FL,3785.2397,640,40,41,2,NA,58,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Hospitals (622),3255,"Private, Nonprofit",No,Yes,Employed-At Work
84668,198936603089284,April,FL,5686.6152,200,25,40,2,NA,29,1,7,0,0,"Native, Born In US",5,5275,5240,"Private, For Profit",No,No,Employed-At Work
84672,206900361497582,April,FL,3051.1793,1250,40,43,1,NA,55,1,1,0,0,"Native, Born In US",5,Hospitals (622),3420,"Private, For Profit",No,No,Employed-At Work
84673,206900361497582,April,FL,3303.939,1250,40,43,1,NA,54,2,1,0,0,"Native, Born In US",5,Hospitals (622),3300,"Private, For Profit",No,No,Employed-At Work
84674,206902771799972,April,FL,3193.6007,381.6,40,42,1,2,45,2,1,1,3,"Native, Born in PR or US Outlying Area",5,Elementary and secondary schools (6111),5860,Government - Local,No,No,Employed-At Work
84675,206902771799972,April,FL,3820.2676,300,32,39,1,2,49,1,1,1,3,"Native, Born in PR or US Outlying Area",5,Grocery stores (4451),5240,"Private, For Profit",No,No,Employed-At Work
84676,209480772830961,April,FL,2958.8279000000002,961.53,40,42,4,NA,49,2,6,0,0,"Foreign Born, Not a US Citizen",5,Services incidental to transportation (488),5610,"Private, For Profit",No,No,Employed-At Work
84677,209480772830961,April,FL,3617.8037,172,20,40,2,NA,19,2,7,0,0,"Native, Born In US",5,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",4760,"Private, For Profit",No,No,Employed-At Work
84678,209480772830961,April,FL,5646.1521,127.5,15,40,2,NA,22,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
84683,210050921760061,April,FL,3389.5076,1153,40,43,1,NA,43,1,1,2,3,"Native, Born In US",5,Insurance carriers and related activities (524),860,"Private, For Profit",No,No,Employed-At Work
84684,210050921760061,April,FL,3233.5043,1057,45,43,1,NA,40,2,1,2,3,"Native, Born In US",5,Insurance carriers and related activities (524),5840,"Private, For Profit",No,No,Employed-At Work
84685,210080674370061,April,FL,2867.3109,615.38,40,44,1,NA,62,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),230,Government - State,No,No,Employed-At Work
84692,210209901265572,April,FL,4132.5661,1826,40,43,1,7,44,2,1,2,10,"Foreign Born, Not a US Citizen",5,Services incidental to transportation (488),160,"Private, For Profit",No,No,Employed-At Work
84695,210209905085946,April,FL,4289.4137,200,40,40,1,6,40,2,5,2,10,"Foreign Born, Not a US Citizen",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",530,"Private, For Profit",No,No,Employed-At Work
84699,210209923395175,April,FL,3275.4525,170,20,35,1,NA,63,1,5,0,0,"Native, Born In US",5,Commercial and industrial machinery and equipment repair and maintenance (8113),7340,"Private, For Profit",No,No,Employed-At Work
84701,210209923550591,April,FL,3387.6283,800,40,39,1,1,35,2,1,2,6,"Foreign Born, Not a US Citizen",5,Hospitals (622),5400,"Private, For Profit",No,No,Employed-At Work
84702,210209923550591,April,FL,3981.4068,369,40,31,1,1,34,1,1,2,6,"Native, Born In US",5,Landscaping services (56173),4250,"Private, For Profit",No,No,Employed-At Work
84703,210209924886994,April,FL,4160.7737,300,30,43,1,NA,22,2,7,0,0,"Native, Born In US",5,"Other health care services (6215, 6219)",3646,"Private, For Profit",No,No,Employed-At Work
84704,210209924886994,April,FL,3303.939,769,40,43,1,NA,54,2,1,0,0,"Native, Born In US",5,Business support services (5614),5240,"Private, For Profit",No,No,Employed-At Work
84705,210209924886994,April,FL,3051.1793,2019,40,40,1,NA,55,1,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work
84706,210209925411727,April,FL,3525.9433,692.3,50,43,1,NA,32,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work
84707,210209925411727,April,FL,3233.5043,807.69,50,43,1,NA,41,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work
84709,210209942609840,April,FL,3463.2283,600,40,43,4,NA,61,1,1,1,3,"Foreign Born, US Cit By Naturalization",5,Hospitals (622),3930,"Private, Nonprofit",No,No,Employed-At Work
84710,210209942609840,April,FL,2868.6889,2240,40,44,4,NA,56,2,1,1,3,"Foreign Born, US Cit By Naturalization",5,Hospitals (622),3258,Government - Local,Yes,NA,Employed-At Work
84713,210209944129472,April,FL,3180.0737,330,40,32,1,NA,53,1,1,0,0,"Native, Born In US",5,Crop production (111),6040,"Private, For Profit",No,No,Employed-At Work
84716,210209948540578,April,FL,3300.7703,1057.69,40,41,1,NA,50,1,1,0,0,"Native, Born In US",5,** Construction (23),10,"Private, For Profit",No,No,Employed-At Work
84719,210209965817199,April,FL,3199.388,540,40,39,7,NA,40,2,1,0,0,"Native, Born In US",5,Offices of optometrists (62132),3645,"Private, For Profit",No,No,Employed-At Work
84726,210209972089198,April,FL,3130.3489,1312,40,43,1,NA,60,1,1,0,0,"Native, Born In US",5,Management of companies and enterprises (551),1010,"Private, For Profit",No,No,Employed-At Work
84727,210209972089198,April,FL,2992.877,520,40,42,1,NA,56,2,1,0,0,"Native, Born In US",5,"Residential care facilities, without nursing (6232, 6233, 6239)",4620,"Private, Nonprofit",No,No,Employed-At Work
84728,210209976208296,April,FL,2958.2858,1250,40,43,1,NA,58,2,5,0,0,"Native, Born In US",5,Postal Service (491),5550,Government - Federal,No,No,Employed-At Work
84730,210620724440061,April,FL,4027.9614,1200,40,38,1,1,34,1,1,5,8,"Foreign Born, Not a US Citizen",5,** Construction (23),6440,"Private, For Profit",No,No,Employed-At Work
84733,210680990560061,April,FL,3479.7148,555.55,20,39,1,3,63,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),4720,Government - Local,No,Yes,Employed-At Work
84734,210680990560061,April,FL,3275.7569,400,40,39,1,7,63,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,Automotive equipment rental and leasing (5321),7210,"Private, Nonprofit",No,No,Employed-At Work
84739,219250290700921,April,FL,3518.3258,160,25,39,1,3,60,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",5860,"Private, Nonprofit",No,No,Employed-At Work
84740,219310117770961,April,FL,2863.3103,1634,40,43,5,NA,50,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,Administration of human resource programs (923),2000,Government - Local,No,No,Employed-At Work
84742,219310117770961,April,FL,3722.7385,211,20,40,5,NA,34,1,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),310,"Private, For Profit",No,No,Employed-At Work
84744,221195039200955,April,FL,3265.7526,519.23,35,41,1,NA,53,2,5,0,0,"Foreign Born, Not a US Citizen",5,"Other health care services (6215, 6219)",3600,"Private, For Profit",Yes,NA,Employed-At Work
84746,221570066909965,April,FL,3051.1793,385,35,38,1,NA,56,1,1,0,0,"Native, Born In US",5,Real estate (531),4220,"Private, For Profit",No,No,Employed-At Work
84749,239580732600921,April,FL,3313.7524,1250,40,43,1,NA,63,1,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Local,No,Yes,Employed-At Work
84750,239680839380921,April,FL,3240.3431,500,40,39,1,6,50,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Soap, cleaning compound, and cosmetics manufacturing (3256)",5610,"Private, For Profit",No,No,Employed-At Work
84754,259050986500961,April,FL,3780.2076,600,40,40,1,NA,27,2,7,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",220,"Private, For Profit",No,No,Employed-At Work
84756,259180425690921,April,FL,3183.1265,1500,50,39,1,NA,52,2,4,0,0,"Native, Born In US",5,"Radio and television broadcasting and cable (5151, 5152, 5175)",2710,"Private, For Profit",No,No,Employed-At Work
84758,259390726930921,April,FL,3869.6751,1153.84,40,43,4,NA,42,2,1,1,3,"Foreign Born, US Cit By Naturalization",5,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work
84759,259390726930921,April,FL,3306.9734,384.61,40,39,4,NA,45,1,1,1,3,"Foreign Born, Not a US Citizen",5,Restaurants and other food services (722 exc. 7224),4000,"Private, For Profit",No,No,Employed-At Work
84768,260320097312539,April,FL,5646.1521,170,20,42,2,NA,22,2,7,0,0,"Native, Born In US",5,Nursing care facilities (6231),3600,"Private, For Profit",No,No,Employed-At Work
84769,260320097312539,April,FL,3656.8057,300,30,39,2,NA,54,1,1,0,0,"Foreign Born, Not a US Citizen",5,Crop production (111),6050,"Private, For Profit",No,No,Employed-At Work
84772,260526098516539,April,FL,3300.7703,728,45,42,1,NA,54,1,1,0,0,"Native, Born In US",5,Sugar and confectionery products (3113),5610,"Private, For Profit",No,No,Employed-At Work
84773,260526098516539,April,FL,2900.8384,1000,50,40,1,NA,62,2,1,0,0,"Native, Born In US",5,Scientific research and development services (5417),5000,"Private, For Profit",No,No,Employed-At Work
84778,267197409200946,April,FL,3094.1688,630.72,32,39,1,NA,62,1,1,1,4,"Native, Born In US",5,Grocery stores (4451),4700,Government - Federal,No,No,Employed-At Work
84779,267197409200946,April,FL,3059.5012,2307.69,48,39,1,1,53,2,1,1,4,"Native, Born In US",5,****Department stores and discount stores (s45211),4700,"Private, For Profit",No,No,Employed-At Work
84782,269140725450921,April,FL,4086.4249,307.69,40,39,1,NA,28,1,7,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),4810,"Private, For Profit",No,No,Employed-At Work
84785,269160094650921,April,FL,3619.2268,400,40,39,1,3,32,2,7,2,10,"Foreign Born, Not a US Citizen",5,Truck transportation (484),5860,"Private, For Profit",No,No,Employed-At Work
84789,269560583900921,April,FL,3600.6414,1400,40,40,1,NA,37,1,7,0,0,"Native, Born In US",5,** Construction (23),6260,"Private, For Profit",No,No,Employed-At Work
84790,269560583900921,April,FL,3377.427,400,40,39,1,NA,32,1,7,0,0,"Native, Born In US",5,** Construction (23),6230,"Private, For Profit",No,No,Employed-At Work
84793,269690854550961,April,FL,3186.8026,1250,40,40,1,NA,46,2,5,0,0,"Native, Born In US",5,"Other telecommunications services (*517 exc. 5171, 5175)",4840,"Private, For Profit",No,No,Employed-At Work
84794,269710085600961,April,FL,3792.6281,192.3,40,39,2,NA,52,2,5,0,0,"Foreign Born, Not a US Citizen",5,Insurance carriers and related activities (524),5400,"Private, For Profit",No,No,Employed-At Work
